مشاع؟,نوع العقار,سعر المتر,المساحة,سعر العملية,نوع العملية,القطعة,المخطط,الحي,المدينة,المنطقة,التاريخ
كامل العقار,شقة,4423.0,140.0,620000.0,صفقة,3 / 2,3 / 477 / ع,النزهة,جدة,منطقة مكة المكرمة,2025-11-27
كامل العقار,قطعة أرض,746.0,537.0,400000.0,صفقة,172 / 2 / 1 / ح,244 / ج / س,الدرة,جدة,منطقة مكة المكرمة,2025-12-02
كامل العقار,شقة,3152.0,125.0,395000.0,صفقة,4 / 3,588 / ج / س,الواحة,جدة,منطقة مكة المكرمة,2025-06-30
كامل العقار,شقة,1444.0,139.0,200000.0,صفقة,1 / 3,588 / ج / س,الواحة,جدة,منطقة مكة المكرمة,2025-08-27
كامل العقار,شقة,3409.0,123.0,420000.0,صفقة,4 / 1,656 / ج / س,المنار,جدة,منطقة مكة المكرمة,2025-10-21
كامل العقار,شقة,2060.0,210.0,431997.0,صفقة,2 / 5,620220020823 / س / المعدل2,بدون,جدة,منطقة مكة المكرمة,2025-10-01
كامل العقار,شقة,5550.0,207.0,1150000.0,صفقة,1 / 1,32 / ب,السلامة,جدة,منطقة مكة المكرمة,2026-03-06
كامل العقار,قطعة أرض,2849.0,246.0,701108.0,صفقة,بدون,بدون,المنتزهات,جدة,منطقة مكة المكرمة,2025-05-28
كامل العقار,شقة,3697.0,105.0,390000.0,صفقة,2 / أ,260 / ب,الريان,جدة,منطقة مكة المكرمة,2025-08-04
كامل العقار,شقة,3920.0,161.0,630000.0,صفقة,5 / أ,588 / ج / س,الواحة,جدة,منطقة مكة المكرمة,2025-12-30
كامل العقار,شقة,2995.0,107.0,320000.0,صفقة,8,433 / ج / س,مريخ,جدة,منطقة مكة المكرمة,2025-09-04
كامل العقار,قطعة أرض,3691.0,171.0,629970.0,صفقة,بدون,بدون,الكرنتينة,جدة,منطقة مكة المكرمة,2025-09-16
كامل العقار,قطعة أرض,3167.0,900.0,2850000.0,صفقة,1066 / 1 / ش,244 / ج / س,جوهرة العروس,جدة,منطقة مكة المكرمة,2025-08-25
كامل العقار,شقة,6128.0,113.0,690000.0,صفقة,2 / 3,1728 س . ت,الروضة,جدة,منطقة مكة المكرمة,2026-03-05
كامل العقار,شقة,3345.0,139.0,466000.0,صفقة,4 / 1,656 / ج / س,المنار,جدة,منطقة مكة المكرمة,2025-09-23
كامل العقار,قطعة أرض,6546.0,24306.0,159103942.0,صفقة,بدون,بدون,البغدادية الغربية,جدة,منطقة مكة المكرمة,2025-12-23
كامل العقار,قطعة أرض,4038.0,84.0,337316.0,صفقة,بدون,بدون,البلد,جدة,منطقة مكة المكرمة,2025-12-03
كامل العقار,شقة,2591.0,77.0,200000.0,صفقة,4 / 2,3 / 465 / ع,الصفا,جدة,منطقة مكة المكرمة,2025-09-03
كامل العقار,شقة,4122.0,89.0,365000.0,صفقة,7,384 / ج / س,المنار,جدة,منطقة مكة المكرمة,2025-11-24
كامل العقار,شقة,3157.0,158.0,500000.0,صفقة,4 / 1,منح / 5,العزيزية,جدة,منطقة مكة المكرمة,2025-07-09
كامل العقار,قطعة أرض,750.0,600.0,450000.0,صفقة,1073 / 1,541 / ج / س,الصفوة,جدة,منطقة مكة المكرمة,2025-07-07
كامل العقار,قطعة أرض,2600.0,750.0,1950000.0,صفقة,394,144 / ب المعدل,الياقوت,جدة,منطقة مكة المكرمة,2026-01-03
كامل العقار,شقة,3390.0,133.0,450000.0,صفقة,3 / 1,586 / ج / س,حكومى,جدة,منطقة مكة المكرمة,2025-12-25
كامل العقار,قطعة أرض,3799.0,221.0,840320.0,صفقة,بدون,بدون,الكيلو الرابع عشر طريق مكة المكرمة شمال خط الاسفلت,جدة,منطقة مكة المكرمة,2025-12-01
كامل العقار,قطعة أرض,823.0,911.0,750000.0,صفقة,1078,3 / ج / س,المروج,جدة,منطقة مكة المكرمة,2025-11-30
كامل العقار,شقة,4049.0,126.0,510000.0,صفقة,3 / 3,656 / ج / س,المنار,جدة,منطقة مكة المكرمة,2025-11-24
كامل العقار,شقة,3079.0,205.0,630000.0,صفقة,4,426 / ب / المعدل,المروة,جدة,منطقة مكة المكرمة,2025-10-28
كامل العقار,قطعة أرض,993.0,403.0,400000.0,صفقة,1356 / 1,244 / ج / س,الغدير,جدة,منطقة مكة المكرمة,2025-06-30
كامل العقار,قطعة أرض,3000.0,629.0,1888200.0,صفقة,615,351 / ج / س,مريخ,جدة,منطقة مكة المكرمة,2025-11-23
كامل العقار,شقة,5286.0,265.0,1400000.0,صفقة,1 / ح1,3 / 465 / ع,الصفا,جدة,منطقة مكة المكرمة,2025-11-03
كامل العقار,شقة,895.0,168.0,150000.0,صفقة,2 / 3,444 / ج / س / المعدل,الورود,جدة,منطقة مكة المكرمة,2025-08-24
كامل العقار,قطعة أرض,917.0,600.0,550000.0,صفقة,635 / 2 / الجزءأ,541 / ج / س,الصفوة,جدة,منطقة مكة المكرمة,2025-07-17
كامل العقار,شقة,3733.0,154.0,575000.0,صفقة,3 / 1,656 / ج / س,المنار,جدة,منطقة مكة المكرمة,2025-11-11
كامل العقار,قطعة أرض,7040.0,85.0,596055.0,صفقة,بدون,بدون,الكندرة,جدة,منطقة مكة المكرمة,2025-07-22
كامل العقار,شقة,5543.0,126.0,700000.0,صفقة,2 / 2,3 / 468 / ع,الزهراء,جدة,منطقة مكة المكرمة,2026-02-02
كامل العقار,قطعة أرض,7591.0,319.0,2418408.0,صفقة,بدون,بدون,الكيلو الثاني عشر طريق مكة المكرمة شمال خط الاسفلت,جدة,منطقة مكة المكرمة,2025-09-07
كامل العقار,شقة,3878.0,177.0,685000.0,صفقة,3 / 2,3 / 465 / ع,الصفا,جدة,منطقة مكة المكرمة,2025-08-13
كامل العقار,قطعة أرض,563.0,887.0,500000.0,صفقة,588,667 / ج / س,خارج حدود الاحياء,جدة,منطقة مكة المكرمة,2025-11-16
كامل العقار,قطعة أرض,2600.0,750.0,1950000.0,صفقة,118,144 / ب المعدل,الياقوت,جدة,منطقة مكة المكرمة,2025-10-21
كامل العقار,شقة,3408.0,176.0,600000.0,صفقة,1 / أ,82 / ب,الصفا,جدة,منطقة مكة المكرمة,2025-12-09
كامل العقار,شقة,3786.0,153.0,580000.0,صفقة,3 / 3,3 / 471 / ع,الفيصلية,جدة,منطقة مكة المكرمة,2025-09-04
كامل العقار,قطعة أرض,2889.0,450.0,1300000.0,صفقة,617 / أ,414 / ج / س,الرياض,جدة,منطقة مكة المكرمة,2025-10-28
كامل العقار,شقة,3186.0,157.0,500000.0,صفقة,2 / أ,منح / 5,العزيزية,جدة,منطقة مكة المكرمة,2025-07-09
كامل العقار,شقة,3626.0,124.0,449000.0,صفقة,1 / 2,656 / ج / س,المنار,جدة,منطقة مكة المكرمة,2025-06-17
كامل العقار,قطعة أرض,702.0,748.0,525000.0,صفقة,1110 / 2 / ك,244 / ج / س,الجزيرة,جدة,منطقة مكة المكرمة,2025-06-01
كامل العقار,قطعة أرض,4809.0,336.0,1615838.0,صفقة,877 / د / أ,440 / ب,أبحر الشمالية,جدة,منطقة مكة المكرمة,2025-10-02
كامل العقار,قطعة أرض,7037.0,338.0,2375000.0,صفقة,227الجزءد / 1,3 / 505 / ت,الشراع,جدة,منطقة مكة المكرمة,2025-12-07
كامل العقار,شقة,2679.0,123.0,330000.0,صفقة,15,335 / ج / س,المروة,جدة,منطقة مكة المكرمة,2025-10-23
كامل العقار,شقة,2623.0,172.0,450000.0,صفقة,1 / 2,364 / ب / المعدل,الرغامة,جدة,منطقة مكة المكرمة,2025-10-19
كامل العقار,شقة,2487.0,205.0,510000.0,صفقة,3 / أ,260 / ب,الريان,جدة,منطقة مكة المكرمة,2025-10-05
كامل العقار,شقة,3520.0,148.0,520000.0,صفقة,4 / أ,30 / ب / المعدل,الصفا,جدة,منطقة مكة المكرمة,2025-12-03
كامل العقار,شقة,2087.0,182.0,379139.0,صفقة,3 / 2,620220020823 / س / المعدل2,بدون,جدة,منطقة مكة المكرمة,2025-11-12
كامل العقار,شقة,3757.0,266.0,1000000.0,صفقة,4,3 / 306 / ع,الحمراء,جدة,منطقة مكة المكرمة,2025-12-03
كامل العقار,شقة,3047.0,148.0,450000.0,صفقة,1 / 2,258 / ج / س / المعدل,الأمير عبد المجيد,جدة,منطقة مكة المكرمة,2025-11-13
كامل العقار,قطعة أرض,1222.0,900.0,1100000.0,صفقة,1660 / ج,169 / ج / س,الوفاء,جدة,منطقة مكة المكرمة,2026-01-06
كامل العقار,قطعة أرض,1162.0,450.0,522900.0,صفقة,782 / 2 / ج,169 / ج / س,الوفاء,جدة,منطقة مكة المكرمة,2025-12-24
كامل العقار,قطعة أرض,3048.0,630.0,1920000.0,صفقة,751,377 / ج / س,الريان,جدة,منطقة مكة المكرمة,2026-01-27
كامل العقار,قطعة أرض,3800.0,1239.0,4707440.0,صفقة,64,583 / ج / س,الفردوس,جدة,منطقة مكة المكرمة,2026-01-06
كامل العقار,شقة,3705.0,140.0,520000.0,صفقة,4 / 1,بدون,الشرفية,جدة,منطقة مكة المكرمة,2025-08-03
كامل العقار,قطعة أرض,1000.0,900.0,900000.0,صفقة,46,707 / ت / 1407المعدل,الوفاء,جدة,منطقة مكة المكرمة,2025-09-09
كامل العقار,قطعة أرض,1520.0,625.0,950000.0,صفقة,382 / أ,268 / ب,البشائر,جدة,منطقة مكة المكرمة,2025-07-30
كامل العقار,شقة,1158.0,130.0,150000.0,صفقة,2 / أ,260 / ب,الريان,جدة,منطقة مكة المكرمة,2025-10-20
كامل العقار,قطعة أرض,3000.0,629.0,1888080.0,صفقة,608,351 / ج / س,مريخ,جدة,منطقة مكة المكرمة,2025-11-23
كامل العقار,شقة,3106.0,135.0,420477.0,صفقة,1 / 3,218 / ج / س,الواحة,جدة,منطقة مكة المكرمة,2025-09-24
كامل العقار,شقة,4916.0,214.0,1050000.0,صفقة,1 / ح1,3 / 127 / ع,مشرفة,جدة,منطقة مكة المكرمة,2025-08-12
كامل العقار,شقة,4760.0,101.0,480000.0,صفقة,2 / أ,3 / 450 / ع,الفيصلية,جدة,منطقة مكة المكرمة,2025-12-31
كامل العقار,شقة,3217.0,169.0,545000.0,صفقة,3 / 1,3 / 534 / ع,النزهة / 3,جدة,منطقة مكة المكرمة,2025-07-14
كامل العقار,شقة,4132.0,140.0,580000.0,صفقة,4 / أ,بدون,الشرفية,جدة,منطقة مكة المكرمة,2025-08-04
كامل العقار,قطعة أرض,8903.0,388.0,3450000.0,صفقة,967 / ب,244 / ب / المعدل,المحمدية,جدة,منطقة مكة المكرمة,2026-01-14
كامل العقار,شقة,3707.0,106.0,392200.0,صفقة,1 / أ,433 / ج / س,مريخ,جدة,منطقة مكة المكرمة,2025-12-25
كامل العقار,قطعة أرض,889.0,450.0,400000.0,صفقة,1972 / 2 / هـ,184 / ج / س,الرياض,جدة,منطقة مكة المكرمة,2025-12-14
كامل العقار,قطعة أرض,2600.0,750.0,1950000.0,صفقة,428,144 / ب المعدل,الياقوت,جدة,منطقة مكة المكرمة,2025-11-26
كامل العقار,قطعة أرض,2040.0,325.0,663000.0,صفقة,367 / 1 / ج,272 / ب / 1402,الزمرد,جدة,منطقة مكة المكرمة,2025-07-02
كامل العقار,شقة,3841.0,169.0,650000.0,صفقة,2 / 1,249 / ج / س,طيبة,جدة,منطقة مكة المكرمة,2025-11-23
كامل العقار,قطعة أرض,823.0,620.0,510000.0,صفقة,14 / 2 / ك,244 / ج / س,الجزيرة,جدة,منطقة مكة المكرمة,2025-07-03
كامل العقار,شقة,2617.0,197.0,515357.0,صفقة,1 / 4,9 / 2944 / 1 / س المعدل2,بدون,جدة,منطقة مكة المكرمة,2026-02-05
كامل العقار,شقة,3852.0,122.0,470000.0,صفقة,2 / 1,656 / ج / س,المنار,جدة,منطقة مكة المكرمة,2025-07-29
كامل العقار,شقة,2687.0,149.0,400000.0,صفقة,2 / 3,434 / ج / س,ام حبلين الغربية,جدة,منطقة مكة المكرمة,2025-10-12
كامل العقار,قطعة أرض,1818.0,550.0,1000000.0,صفقة,97,1786 / س. ت,مشرفة,جدة,منطقة مكة المكرمة,2025-11-02
كامل العقار,شقة,3825.0,157.0,600000.0,صفقة,3 / 2,656 / ج / س,المنار,جدة,منطقة مكة المكرمة,2025-11-02
كامل العقار,شقة,3420.0,107.0,365000.0,صفقة,1 / 1,3 / 11 / ت,الرحاب,جدة,منطقة مكة المكرمة,2025-12-20
كامل العقار,شقة,2744.0,106.0,290000.0,صفقة,14,14 / 101 / ب / المعدل,الروابي,جدة,منطقة مكة المكرمة,2026-01-31
كامل العقار,قطعة أرض,2175.0,377.0,820000.0,صفقة,195 / 1,209 / ب / 1401,الياقوت,جدة,منطقة مكة المكرمة,2026-02-09
كامل العقار,قطعة أرض,4850.0,200.0,970000.0,صفقة,896 / 2 / د,184 / ج / س,الرياض,جدة,منطقة مكة المكرمة,2025-06-01
كامل العقار,شقة,3512.0,165.0,580000.0,صفقة,24,بدون,السلامة,جدة,منطقة مكة المكرمة,2025-07-08
كامل العقار,شقة,4203.0,150.0,630000.0,صفقة,3 / 2,424 / ج / س,الصوارى,جدة,منطقة مكة المكرمة,2025-07-07
كامل العقار,قطعة أرض,2928.0,118.0,344796.0,صفقة,بدون,بدون,غليل,جدة,منطقة مكة المكرمة,2026-03-04
كامل العقار,قطعة أرض,2500.0,400.0,1000000.0,صفقة,255 / 6 / ب,101 / ب / 1400,القرينية,جدة,منطقة مكة المكرمة,2025-05-27
كامل العقار,شقة,4742.0,154.0,730000.0,صفقة,3 / 2,3 / 464 / ع,الزهراء,جدة,منطقة مكة المكرمة,2025-07-20
كامل العقار,شقة,3788.0,202.0,765000.0,صفقة,2 / 3,624 / ج / س,المروة,جدة,منطقة مكة المكرمة,2025-08-20
كامل العقار,قطعة أرض,1437.0,870.0,1250000.0,صفقة,297 / ب,83 / ج / س,الصالحية,جدة,منطقة مكة المكرمة,2025-07-07
كامل العقار,شقة,3213.0,109.0,350000.0,صفقة,2 / 3,260 / ب,الريان,جدة,منطقة مكة المكرمة,2025-08-20
كامل العقار,قطعة أرض,3193.0,118.0,378016.0,صفقة,بدون,بدون,بترومين,جدة,منطقة مكة المكرمة,2025-10-26
كامل العقار,شقة,3350.0,164.0,550000.0,صفقة,1 / أ,المنح / 11,الصفا,جدة,منطقة مكة المكرمة,2025-12-03
كامل العقار,شقة,2720.0,235.0,639735.0,صفقة,3 / 5,9 / 2944 / 1 / س المعدل2,بدون,جدة,منطقة مكة المكرمة,2025-10-08
كامل العقار,قطعة أرض,4933.0,750.0,3700000.0,صفقة,464,المنح / 1,مشرفة,جدة,منطقة مكة المكرمة,2026-01-10
كامل العقار,قطعة أرض,8096.0,686.0,5550000.0,صفقة,1779,298 / ب,البساتين,جدة,منطقة مكة المكرمة,2025-07-29
كامل العقار,قطعة أرض,5267.0,750.0,3950000.0,صفقة,599,منح / 5,العزيزية,جدة,منطقة مكة المكرمة,2025-09-22
كامل العقار,قطعة أرض,840.0,596.0,500000.0,صفقة,154 / أ / 4,383 / ب,الساحل,جدة,منطقة مكة المكرمة,2026-01-25
كامل العقار,قطعة أرض,2717.0,600.0,1630000.0,صفقة,228,189 / ج / س,اللؤلؤ,جدة,منطقة مكة المكرمة,2025-09-07
كامل العقار,قطعة أرض,1375.0,400.0,550000.0,صفقة,320 / ب / 1 / أ,101 / ب / 1400,القرينية,جدة,منطقة مكة المكرمة,2025-06-04
كامل العقار,قطعة أرض,2733.0,409.0,1118547.0,صفقة,بدون,بدون,بني مالك,جدة,منطقة مكة المكرمة,2026-03-03
كامل العقار,شقة,5822.0,86.0,500000.0,صفقة,4 / 3,17ب,النهضة,جدة,منطقة مكة المكرمة,2026-01-18
كامل العقار,قطعة أرض,3000.0,306.0,919200.0,صفقة,بدون,بدون,البغدادية الشرقية,جدة,منطقة مكة المكرمة,2025-10-01
كامل العقار,شقة,4080.0,136.0,555000.0,صفقة,1 / 3,40 / ب,النعيم,جدة,منطقة مكة المكرمة,2025-09-20
كامل العقار,شقة,2675.0,193.0,516608.0,صفقة,1 / 2,9 / 2944 / 1 / س المعدل2,بدون,جدة,منطقة مكة المكرمة,2025-08-07
كامل العقار,شقة,2686.0,240.0,644514.0,صفقة,1 / 2,9 / 2944 / 1 / س المعدل2,بدون,جدة,منطقة مكة المكرمة,2025-07-10
كامل العقار,شقة,2697.0,185.0,500000.0,صفقة,1 / 1,258 / ج / س / المعدل,الأمير عبد المجيد,جدة,منطقة مكة المكرمة,2026-01-13
كامل العقار,شقة,4107.0,134.0,550000.0,صفقة,4 / 3,3 / 468 / ع,الزهراء,جدة,منطقة مكة المكرمة,2025-11-09
كامل العقار,قطعة أرض,4998.0,1408.0,7035000.0,صفقة,1 / 2,1785 / س.ت,الحمراء,جدة,منطقة مكة المكرمة,2026-01-06
كامل العقار,شقة,3562.0,125.0,444807.0,صفقة,2 / ح1,363 / ج / س,أم السلم,جدة,منطقة مكة المكرمة,2026-02-10
كامل العقار,قطعة أرض,3165.0,50.0,159178.0,صفقة,بدون,بدون,غليل,جدة,منطقة مكة المكرمة,2026-03-01
كامل العقار,قطعة أرض,1900.0,968.0,1839922.0,صفقة,836,621 / ج / س,الرياض,جدة,منطقة مكة المكرمة,2025-08-28
كامل العقار,شقة,3715.0,168.0,625000.0,صفقة,1 / 3,624 / ج / س,المروة,جدة,منطقة مكة المكرمة,2025-12-08
